-5.67131 1.57441
8.22259 1.93283
0.46432 1.44781
-4.36084 1.93884
-4.21584 1.87923
-5.61322 1.62096
9.99547 0.459785
6.5948 1.3066
1.6571 1.99628
-4.17071 1.85684
9.59534 0.830268
6.41961 1.13601
2.9218 1.21803
-0.962706 0.17926
7.23784 1.81612
8.80395 1.58171
8.27787 1.9115
-3.66752 1.50202
-2.48811 0.392041
6.21365 0.93052
2.34173 1.71726
9.81583 0.618837
6.34176 1.05854
7.77692 1.99703
2.46794 1.62384
0.962185 1.82044
7.04048 1.68696
9.8091 0.625072
8.52047 1.786
-1.55818 7.96373e-05
7.34683 1.87413
-4.10054 1.81859
2.02523 1.89851
-5.29117 1.83713
8.88702 1.51221
1.87042 1.95545
-9.18986 0.767234
-3.42104 1.27583
-9.93703 1.49014
-2.90816 0.768682
2.34138 1.7175
1.9399 1.93265
9.47204 0.952756
7.6202 1.9728
-3.21066 1.06901
-4.28707 1.91091
6.67758 1.38425
-2.47145 0.378905
-5.14335 1.90856
6.17738 0.894395
3.03967 1.10174
6.91443 1.59015
-2.62231 0.50374
0.556088 1.52787
-4.1046 1.82091
1.27155 1.95556
-3.31828 1.17577
-4.77268 1.99818
6.99214 1.65104
-4.32993 1.92775
2.02751 1.89751
-3.74243 1.56533
-5.95091 1.3262
7.46463 1.92515
5.53632 0.320657
5.29695 0.166046
-5.62036 1.61534
9.48289 0.94192
2.58362 1.52947
8.98551 1.42528
6.2859 1.00271
-9.49579 1.07095
1.79135 1.97578
-4.38027 1.94535
-3.42875 1.28323
-5.40022 1.77263
-9.11068 0.691041
-4.16842 1.85566
-4.35778 1.93778
-9.17715 0.7549
5.92409 0.648571
-9.54284 1.11779
-3.73361 1.55803
8.12215 1.96426
6.18784 0.904799
-5.32152 1.82015
1.23775 1.94505
9.66835 0.758831
1.60267 1.99949
8.5274 1.78169
3.0505 1.09097
-8.19558 0.0577799
-6.78092 0.522561
6.10305 0.820836
-9.48007 1.05526
9.65278 0.773972
7.28451 1.84219
1.46616 1.99453
9.74874 0.681678
2.76036 1.37207
2.33086 1.72479
6.89116 1.57121
-3.78018 1.59606
-6.19347 1.0896
-3.71192 1.53991
6.90406 1.58174
0.336199 1.3299
-9.68672 1.25895
8.217 1.93483
-4.40962 1.95452
0.613831 1.576
-7.55313 0.0449144
-9.21335 0.790147
8.71653 1.65051
3.07741 1.06414
-0.101659 0.898516
6.33046 1.04726
3.06284 1.07867
-6.38953 0.893854
4.87686 0.0134944
-8.53112 0.220633
-4.12229 1.83089
7.32317 1.8624
-8.56176 0.240195
3.4 0.744454
1.40562 1.98639
1.0548 1.8698
8.14094 1.95911
6.60902 1.3201
-0.616557 0.421771
-3.59002 1.43355
1.11024 1.8958
-5.53563 1.67985
2.33067 1.72492
-5.50302 1.7034
-3.80723 1.61756
-0.327668 0.678164
0.650319 1.60544
8.97677 1.43317
7.20393 1.79605
7.17801 1.7801
1.57081 2
-5.86997 1.40155
6.75608 1.45546
-5.67131 1.5744
-3.45352 1.30689
2.68835 1.43789
7.54383 1.95229
3.25524 0.886592
0.414933 1.40313
-6.41151 0.872032
9.14634 1.27485
-0.21314 0.78847
5.13879 0.0895406
-9.89473 1.45285
0.69338 1.63914
